name,type,budgetCode,fiscalYear,source,allocatedBudget,internalBudget,centralBudget,provinceBudget,status
सरसफाई तथा सिटि मर्मत,वडा-०६,२२२१३,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
कार्यलय संचालनको लागि,वडा-०६,२२३११,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
सिपमुलक तालिम,वडा-०६,२२५१२,2082/83,आन्तरिक,150000.00,150000.00,0.00,0.00,NOT_STARTED
जनचेतना मुलक कार्यक्रम,वडा-०६,२२५२२,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
शिब मन्दिरको भजन टोलिको लागि भजन सामग्री वितरण,वडा-०६,२२५२९,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
खेलकुद सामग्री बितरण,वडा-०६,२२५२९,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
विविध खर्च,वडा-०६,२२७११,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
स्वागत तथा सत्कार खर्च,वडा-०६,२२७११,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
श्रीराम कोलोनी भित्र गेन देवी महतो को घर सम्म र मो. बिहारी मिया को घर देखि सडक सम्म ढलान कार्य,वडा-०६,३११५१,2082/83,संध,700000.00,0.00,700000.00,0.00,NOT_STARTED
वडा को बिभिन्न ठाउँमा ग्राभेल तथा भारोट माटो राखने कार्य,वडा-०६,३११५१,2082/83,संध,100000.00,0.00,100000.00,0.00,NOT_STARTED
अजय राउतको घर अगाडी र सोहि गालीको नहर छेउमा नाला र गीता कोइरालाको घर अगाडिको गालीमा ढलान कार्य,वडा-०६,३११५१,2082/83,संध,300000.00,0.00,300000.00,0.00,NOT_STARTED
प्रमोद पण्डित को घर देखि रजनी को घर सम्म ढलान कार्य,वडा-०६,३११५१,2082/83,संध,1000000.00,0.00,1000000.00,0.00,NOT_STARTED
कन्भेन्ट स्कुलको पश्चिम देखि सिताराम राउतको घर सम्म ढलान कार्य,वडा-०६,३११५१,2082/83,संध,1000000.00,0.00,1000000.00,0.00,NOT_STARTED
वडा सदस्य विकास योजना,वडा-०६,३११५९,2082/83,संध,400000.00,0.00,400000.00,0.00,NOT_STARTED
सडक बती मर्मत सम्भार र स्ट्रिट लाईट,वडा-०६,३११५९,2082/83,आन्तरिक,450000.00,450000.00,0.00,0.00,NOT_STARTED
पासवान टोलको सल्हेश मन्दिरमा मुर्ति निर्माण तथा मन्दिर सौन्दर्यकरण को लागि,वडा-०६,३११५९,2082/83,संध,300000.00,0.00,300000.00,0.00,NOT_STARTED
ईन्धन खर्च,वडा-०७,२२२१२,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
सिटि रिक्सा मर्मतको लागि,वडा-०७,२२२१३,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
कार्यलय संचालनको खर्च,वडा-०७,२२३११,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
स्वास्थ्य शिविर,वडा-०७,२२५२९,2082/83,आन्तरिक,50000.00,50000.00,0.00,0.00,NOT_STARTED
स्वास्थ्य स्वंम सेविका लाई आवश्यक सामग्री उपलब्ध गरीदिन आमा समुहको बैठकको लागि,वडा-०७,२२५२९,2082/83,आन्तरिक,50000.00,50000.00,0.00,0.00,NOT_STARTED
खेलकुद सामग्री बितरण,वडा-०७,२२५२९,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
पोल बती,वडा-०७,२२५२९,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
महिलाहरुलाई आत्मनिर्भर बनाई सेमिनार तालिम गोसटि भ्रमणको लागि,वडा-०७,२२६१९,2082/83,आन्तरिक,300000.00,300000.00,0.00,0.00,NOT_STARTED
अतिथि सेवा स्त्यकारको लागि,वडा-०७,२२७११,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
विविध खर्च,वडा-०७,२२७११,2082/83,आन्तरिक,300000.00,300000.00,0.00,0.00,NOT_STARTED
वडा नं. ७ तिन्कोनी पार्क देखि पशिम पकि नाला निर्माण तथा दक्षिण तर्फ स्लाब निर्माण कार्य,वडा-०७,३११५१,2082/83,संध,800000.00,0.00,800000.00,0.00,NOT_STARTED
वडा नं. ७ मा सदाय टोल मा अधुरो रहेको दिनाभद्री मन्दिर निर्माण साथै जोगिन सदायको घर देखि दक्षिण पुर्ब सम्म पाकी नाला निर्माण तथा सलाब निर्माण कार्य,वडा-०७,३११५१,2082/83,संध,800000.00,0.00,800000.00,0.00,NOT_STARTED
मेस्तर टोलमा पकी नाला मर्मत तथा सडक ढलान मर्मत,वडा-०७,३११५१,2082/83,संध,500000.00,0.00,500000.00,0.00,NOT_STARTED
सनम सदायको घर देखि उतर पकी नाला तथा ढलान कार्य,वडा-०७,३११५१,2082/83,संध,500000.00,0.00,500000.00,0.00,NOT_STARTED
राम सकल साहको घर देखि दक्षिण पकि नाला निर्माण तथा स्लाब निर्माण कार्य,वडा-०७,३११५१,2082/83,संध,900000.00,0.00,900000.00,0.00,NOT_STARTED
खानेपानी तथा सरसफाई कार्यको लागि,वडा-०७,३११५६,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
वडा सदस्य विकास योजना,वडा-०७,३११५९,2082/83,संध,400000.00,0.00,400000.00,0.00,NOT_STARTED
ईन्धन खर्च,वडा-०८,२२२१२,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
गाडी मर्मत सम्भार,वडा-०८,२२२१३,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
कार्यालय संचालन,वडा-०८,२२३११,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
वडा सदस्य विकास योजना - सितिर्यो कराते खेल संचालन तथा सामग्री खरिद ( वडा सदस्य राजु मण्डल योजना),वडा-०८,२२५२९,2082/83,संध,100000.00,0.00,100000.00,0.00,NOT_STARTED
सिपमुलक तालिम,वडा-०८,२२५२९,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
खेलकुद तथा सामग्री खरिद,वडा-०८,२२५२९,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
विविध खर्च,वडा-०८,२२७११,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
CCTV जडान तथा मर्मत सम्भार,वडा-०८,३११२२,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
राजेश गुप्ताको घर देखि पुर्व सडक ढलान,वडा-०८,३११५१,2082/83,संध,700000.00,0.00,700000.00,0.00,NOT_STARTED
बुद्धिलाल चौधरीको घर देखि साहुजीको घर सम्म सडक ढलान कार्य,वडा-०८,३११५१,2082/83,संध,1250000.00,0.00,1250000.00,0.00,NOT_STARTED
वडा सदस्य विकास योजना - खुल्ला नालाहरुमा स्ल्याब निर्माण (गोपी महतो र किरण यादव वडा सदस्य योजना),वडा-०८,३११५१,2082/83,संध,200000.00,0.00,200000.00,0.00,NOT_STARTED
